texto_acordao,
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação do Corpo Técnico e o Parecer do Ministério Público Especial, julgar pelo registro do ato de admissão apresentado para julgamento, bem como pela anotação da despesa dele decorrente, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação do Corpo Técnico e o Parecer do Ministério Público Especial, julgar pelo registro do ato de admissão apresentado para julgamento, bem como da despesa dele decorrente, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação do Corpo Técnico e o Parecer do Ministério Público Especial, julgar pelo registro do ato de admissão apresentado para julgamento, bem como da despesa dele decorrente, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.

",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação do Corpo Técnico e o Parecer do Ministério Público Especial, julgar pelo registro do ato de admissão apresentado para julgamento, bem como da despesa dele decorrente, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.
",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação do Corpo Técnico e o Parecer do Ministério Público Especial, julgar pelo registro do ato de admissão apresentado para julgamento, bem como da despesa dele decorrente, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.
",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação do Corpo Técnico e o Parecer do Ministério Público Especial, julgar pelo registro do ato de admissão apresentado para julgamento, bem como pela anotação da despesa dele decorrente, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação do Corpo Técnico e o Parecer do Ministério Público Especial, julgar pelo registro do ato de admissão apresentado para julgamento, bem como da despesa dele decorrente, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com as manifestações da Diretoria de Atos de Pessoal (DAP) e do Ministério Público de Contas, julgar PELO RECONHECIMENTO DA PERDA DE OBJETO DO PROCESSO, ante a cessação dos efeitos financeiros do benefício de pensão por morte concedido ao Sr. Pedro Batista da Silva, nos termos do art. 312, §4º, do Regimento Interno do TCE/RN, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.
",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com as manifestações da Diretoria de Atos de Pessoal (DAP) e do Ministério Público de Contas, bem como aplicando o Tema 445 de Repercussão Geral do STF, julgar pelo registro tácito da pensão por morte concedida à interessada JÉSSICA DA SILVA MEDEIROS, nos termos do artigo 71, III, da Constituição Federal, artigo 53, III, da Constituição Estadual e artigos 1º, inciso III e 95, inciso I, da Lei Complementar Estadual nº 464/2012, e a a anotação da respectiva despesa, bem como o arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com as manifestações da Diretoria de Atos de Pessoal (DAP) e do Ministério Público de Contas, julgar PELO REGISTRO TÁCITO DA PENSÃO POR MORTE concedida ao Sr. Lindemberg de Freitas, com fulcro no art. 71, III, da Constituição Federal, art. 53, III, da Constituição Estadual e art. 1º, III, da Lei Complementar Estadual nº 464/2012, em consonância com o entendimento do STF no Tema 445 de Repercussão Geral, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com as manifestações emanadas pelo Corpo Técnico e Ministério Público Especial, julgar pelo registro do ato de revisão da pensão por morte submetido a julgamento, bem como da despesa dele decorrente, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.
",
"Vistos, relatados e discutidos estes autos, ACORDAM os Conselheiros do Tribunal de Contas do Estado, em consonância com o Ministério Público de Contas, julgar pelo CONHECIMENTO do Pedido de Reexame, e, no mérito, pelo seu DESPROVIMENTO, mantendo-se integralmente os termos do Acórdão nº 63/2020-TC, proferido pela 1ª Câmara desta Corte, que emitiu parecer prévio desfavorável à aprovação das contas do Município de São José do Campestre/RN, relativas ao exercício de 2016, devendo esta ser submetida à análise da Casa Legislativa do referido ente municipal, nos termos do voto do Conselheiro Relator.  ",
"Vistos, relatados e discutidos estes autos, ACORDAM os Conselheiros do Tribunal de Contas do Estado, em consonância com o Ministério Público de Contas, com fulcro no princípio da fungibilidade, julgar pelo CONHECIMENTO do Pedido de Reexame em análise, e, no mérito, pelo seu DESPROVIMENTO, mantendo-se integralmente a Decisão nº 47/2009-TC da 1ª Câmara desta Corte que emitiu Parecer Prévio desfavorável à aprovação das contas do Município de Nova Cruz/RN, relativas ao exercício de 2006, devendo esta ser submetida à análise da Casa Legislativa do referido ente municipal, nos termos do voto do Conselheiro Relator. 
",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato admissional, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente), e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos da proposta de voto do Conselheiro Substituto Relator.",
"
Vistos, relatados e discutidos estes autos, ACORDAM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em concordância com o entendimento do Ministério Público de Contas, julgar pelo CONHECIMENTO do pedido de reconsideração, uma vez preenchidos os requisitos de admissibilidade previstos nos artigos 360 e 376 da Resolução nº 009/2012-TCE/RN e, no mérito, pelo seu DESPROVIMENTO, mantendo-se integralmente o Acórdão nº 116/2022-TC, que julgou pela irregularidade da matéria e aplicou multa ao Sr. José Jonas da Silva, Prefeito do Município de Lagoa de Pedras, no exercício de 2012, pelo descumprimento de norma legal ou regulamentar de natureza contábil, financeira, orçamentária, operacional ou patrimonial, conforme expressa o art. 107, II, “b”, da Lei Complementar nº 464/2012, nos termos do voto do Conselheiro Relator.",
"Vistos, relatados e discutidos estes autos, considerando a manifestação emitida pelo Corpo Técnico e parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos do voto proposto pela Conselheira Substituta Relatora, julgar pelo arquivamento do caderno. 
Antes, porém, haja vista a proposição ministerial, encaminhe-se o acervo documental à SECRETARIA DE CONTROLE EXTERNO (SECEX) para eventual avaliação em Plano de Fiscalização Anual futuro. 
Finalmente, por ampla divulgação do que for decidido pelo órgão fracionário em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5° XXXIII da Lei Política)",
"Vistos, relatados e discutidos estes autos, considerando a manifestação emitida pelo Corpo Técnico e parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos do voto proposto pela Conselheira Substituta Relatora, julgar pelo arquivamento do processo em face da inexistência de pressuposto de existência/desenvolvimento do objeto. ",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de repercussão geral pelo STF no Tema 445. DECIDEM, ainda, por ampla divulgação desta Decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente) e, por fim, pelo arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"Vistos, relatados e discutidos estes autos, ACORDAM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em concordância com o entendimento do Ministério Público de Contas, julgar pelo arquivamento dos autos, com substrato no art. 209, V, da norma regimental, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"Vistos, relatados e discutidos estes autos, ACORDAM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em concordância com o entendimento do Ministério Público de Contas, julgar pelo reconhecimento da prescrição da pretensão executória, com substrato no art. 115 da LC nº 464/2012, tendo sido a matéria pacificada pelo deliberado no Tema 899 do STF. ACORDAM, ainda, pelo envio de cópia dos autos ao Ministério Público do Estado, para atuação no âmbito de sua competência, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente), e arquivamento dos autos, com fundamento no art. 209, III, da regra regimental, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo reconhecimento do prejuízo do exame meritório por perda de objeto, nos termos do art. 312, §4º, da regra regimental, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo reconhecimento do prejuízo do exame meritório por perda de objeto, nos moldes do art. 312, §4º, da norma regimental, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato admissional, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato admissional, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Ministério Público de Contas, julgar pelo registro do ato admissional, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato admissional, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95 I da LC nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente), e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"Vistos, relatados e discutidos estes autos, considerando a manifestação emitida pelo Corpo Técnico e parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos do voto proposto pelo Conselheira Substituta Relatora, julgar pela IRREGULARIDADE DA MATÉRIA. À luz dos achados de auditoria remanescentes em sede de cognição exauriente, impõe-se cominação de multa pessoal ao Sr. Daniel Gurgel Marinho Fernandes – ex-prefeito de Nísia Floresta. Fato gerador: descumprimento de inclusão informacional no sistema “legis” deste órgão administrativo de controle externo (subitem “a.3” do acórdão 19/2023).
Substrato jurídico da sanção: art. 107 II “e” da LC nº 464/2012 c/c art. 22 §2° da LINDB. Cálculo da multa: 5% da base fixada pela portaria TCE/RN 05/2025 (art. 1°), cujo fundamento normativo se encontra no art. 107 §4° da norma orgânica c/c art. 323 II “e” da regra regimental &#61672; R$ 20.585,16 X 5% = R$ 1.029,25 (um mil e vinte nove reais e vinte cinco centavos), o que deverá ser objeto de anotação pela diretoria de instrução processual e controle de decisões – art. 30 II da resolução 42/2024.
ACORDAM, mais, em regime de cooperação processual (arts. 6° e 15 do CPC), expedição de recomendação à atual gestão municipal de Nísia Floresta, a cargo do Sr. GUSTAVO SANTOS, para atentar ao subitem 19 da informação 89/2024 – evento 100, o que deverá ser objeto de anotação pela diretoria de instrução processual e controle de decisões – art. 30 II da resolução 42/2024. Deve o Sr. GUSTAVO SANTOS ser intimado da presente, deste  acórdão e do teor do evento 100.
Finalmente, deve (também) o Sr. Daniel Gurgel Marinho Fernandes ser intimado do resultado da presente, tudo para os fins de direito. Dê-se ampla divulgação do que for decidido pelo órgão fracionário em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).",
"Vistos, relatados e discutidos estes autos, ACORDAM os Conselheiros do Tribunal de Contas do Estado, por maioria vencido o Relator, julgar, nos termos do voto proferido pelo Conselheiro Vistor:

a)	Pelo CONHECIMENTO do Pedido de Reconsideração; 
b)	Pela não configuração da prescrição da pretensão punitiva e ressarcitória nos autos com base no art. 170 da LCE nº 464/12; 
c)	Pelo reconhecimento da prescrição quinquenal da pretensão punitiva e ressarcitória nos autos com base no art. 111, caput, da LCE nº 464/12, com o consequente arquivamento do caderno processual, após certificação do trânsito em julgado do Acórdão definitivo; 
d)	Pelo envio de cópia dos autos ao Ministério Público Estadual para adoção das providências que entender cabíveis no âmbito de sua competência.

	Salientam que a Diretoria de Atos e Execuções (DAE) não deve efetivar qualquer comunicação processual postal ao responsável, sendo necessária apenas a publicação do Acórdão no Diário Oficial do TCE/RN, porquanto não se faz presente qualquer das situações do art. 47, parágrafo único, da LCE nº 464/2012.",
"Vistos, relatados e discutidos estes autos, Com fundamento de validade no caput do art. 111 da LC 464/2012 e no tema 899 do STF, ACORDAM os Conselheiros, nos termos do voto proferido pela Conselheira Substituta Relatora, julgar pelo ARQUIVAMENTO do processo.
Finalmente, por ampla divulgação do que for decidido pelo órgão fracionário em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente). 
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, acolhendo a informação de auditoria e o parecer ministerial, e concordando integralmente a proposta de voto da Conselheira Relatora, julgar pelo REGISTRO DO ATO DE ADMISSÃO nos termos do art. 71 III da Constituição da República em diálogo com art. 53 III da Constituição Estadual e art.95 I da LCE nº 464/2012.
Finalmente, por ampla divulgação do que for decidido pelo colegiado em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em atenção aos princípios da segurança jurídica e da confiança legítima, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro tácito do ato aposentador. Substrato de validade: art. 71 III da Constituição da República, em consonância com o art. 95 I da LC nº 464/2012, tendo sido a matéria pacificada em sede de repercussão geral pelo STF no Tema nº 445.

Ainda, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação.

Finalmente, após o trânsito em julgado da decisão, pelo arquivamento processual.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação de auditoria e o parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato de aposentadoria nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012, tendo sido a matéria pacificada em sede de repercussão geral pelo STF no tema 445.

Finalmente, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação de auditoria e o parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro tácito do ato de aposentadoria nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012, tendo sido a matéria pacificada em sede de repercussão geral pelo STF no tema 445.

Ainda, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação.

Finalmente, após o trânsito em julgado da decisão, pelo arquivamento processual.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato de aposentadoria nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012, tendo sido a matéria pacificada em sede de repercussão geral pelo STF no Tema n° 445.

Também, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).
Por fim, após o trânsito em julgado da decisão, pelo arquivamento dos autos.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação de auditoria e o parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato de aposentadoria nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012, tendo sido a matéria pacificada em sede de repercussão geral pelo STF no tema 445.

Finalmente, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação de auditoria e o parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato de aposentadoria nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012.

Finalmente, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com as manifestações da UNIDADE DE FISCALIZAÇÃO e do ÓRGÃO MINISTERIAL, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo reconhecimento do prejuízo do exame meritório por perda de objeto (art. 312 §4º da norma regimental). Consecutivamente, pelo arquivamento. 

Finalmente, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente).",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, haja vista o documentado na informação de auditoria e no parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato com fundamento no art. 71 III da Constituição Federal c/c art. 53 III da Constituição Estadual e art. 95 II e IV da LC nº 464/2012.

Finalmente, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a manifestação da unidade instrutiva e em consonância com o Ministério Público que atua junto a esta Corte de Contas, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato admissional nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012.

Finalmente, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente). 
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a manifestação da unidade instrutiva e em consonância com o Ministério Público que atua junto a esta Corte de Contas, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato admissional nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012.

Finalmente, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente). ",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, haja vista o documentado na informação de auditoria e no parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato de revisão de pensão militar com fundamento art. 71 III da Constituição Federal em diálogo com o art. 53 III da Constituição Estadual e arts.1º III e 95 III da LC nº 464/2012, além do artigo 1°, inciso III, da Lei Complementar 464/2012.

Finalmente, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação de auditoria e o parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato de aposentadoria nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012.

DECIDEM, ainda, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).

Por fim, após o trânsito em julgado da decisão, o arquivamento processual.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação de auditoria e o parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato de aposentadoria nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012.

DECIDEM, ainda, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).

Por fim, após o trânsito em julgado da decisão, o arquivamento processual.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação de auditoria e o parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato de aposentadoria nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012.

DECIDEM, ainda, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).

Por fim, após o trânsito em julgado da decisão, o arquivamento processual.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, nos termos da informação de auditoria e do parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato de aposentadoria, com fundamento no art. 71 III da Constituição da República c/c art. 95 I da LCE nº 464/2012.

DECIDEM, ainda, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).

Finalmente, após o trânsito em julgado da decisão, pelo arquivamento processual.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação de auditoria e o parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato de aposentadoria, com fundamento no art. 71 III da Constituição da República c/c art. 95 I da LCE nº 464/2012.

DECIDEM, ainda, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).

Finalmente, após o trânsito em julgado da decisão, pelo arquivamento processual.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, nos termos da manifestação do órgão ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo reconhecimento do prejuízo do exame meritório por perda de objeto (art. 312 §4º da norma regimental). Consecutivamente, arquivamento.

Finalmente, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente). ",
"Vistos, relatados e discutidos estes autos, com substrato no art. 209, V, da norma regimental, ACORDAM os Conselheiros, nos termos da proposta de voto da Conselheira Substituta Relatora, julgar pelo arquivamento processual. 

Finalmente, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).",
"Vistos, relatados e discutidos estes autos, ACORDAM os Conselheiros, nos termos da proposta de voto da Conselheira Substituta Relatora, julgar pelo reconhecimento da prescrição da pretensão executória quanto à multa imposta (art. 115 da norma orgânica). 

No que concerne ao débito do ressarcimento ao erário, promovida a representação à Procuradoria-Geral de Justiça contra os responsáveis do ente credor que se mantiveram omissos, houve esgotamento do que poderia ser feito no âmbito do TCE/RN em relação ao caso concreto (art. 209, V, da regra regimental).

ACORDAM, assim, pelo arquivamento processual e ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).
",
"Vistos, relatados e discutidos estes autos, com fundamento no parecer ministerial apensado no evento 32, com lastro no art. 209, V, da regra regimental, ACORDAM os Conselheiros, nos termos da proposta de voto da Conselheira Substituta Relatora, julgar pelo arquivamento do feito.

Finalmente, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).",
"Vistos, relatados e discutidos estes autos, com fundamento no parecer ministerial apensado no evento 43, com lastro no art. 209, V, da regra regimental, ACORDAM os Conselheiros, nos termos da proposta de voto da Conselheira Substituta Relatora,  julgar pelo arquivamento do feito.

Finalmente, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).
",
"Vistos, relatados e discutidos estes autos, com substrato no art. 209, V, da norma regimental, ACORDAM os Conselheiros, nos termos da proposta de voto da Conselheira Substituta Relatora, julgar pelo arquivamento do feito. 

Finalmente, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).
",
