token,label_original,label_sugerido,confianca,sentenca_idx,contexto
efetue,I-OBRIGACAO,I-RESSARCIMENTO,0.8615642866838713,818,que o gestor efetue o pagamento de
fim,O,I-OBRIGACAO,0.5719377323985365,700,Espírito Santo a fim de que adote
"Souza,",O,I-MULTA,0.8786274280910326,717,"Antônio de Menezes Souza, gestor responsável da"
"municipal,",O,I-RESSARCIMENTO,0.6319757072808949,818,"Pereira Sobrinho, gestor municipal, a ressarcir ao"
um,O,I-OBRIGACAO,0.8036843019113671,528,a este Tribunal um plano para enfrentamento
vinculadas.,O,I-RECOMENDACAO,0.8978826225991954,142,"Técnicas a ela vinculadas. Também, pelo envio"
obrigação,O,I-OBRIGACAO,0.7871856753884503,849,Lima Campelo da obrigação de ressarcimento dos
insira,O,I-OBRIGACAO,0.883479961437257,250,"no mesmo prazo, insira no Sistema Legis"
a,O,I-RECOMENDACAO,0.8951285580954395,155,vistas a impedir a consumação de prescrição
prescrição,O,I-RECOMENDACAO,0.8938549363595637,92,a consumação de prescrição nas Unidades Técnicas
artigo,O,I-RESSARCIMENTO,0.5883891037797874,807,"combinado com o artigo 78, incisos II"
Controle,O,I-RECOMENDACAO,0.8963159328876238,247,à Secretaria de Controle Externo – SECEX
concerne,I-OBRIGACAO,I-RECOMENDACAO,0.6651856282402988,784,especial no que concerne à adequação dos
Corte,O,I-RECOMENDACAO,0.8954230786791588,142,"– SECEX desta Corte de Contas, que"
a,O,I-RECOMENDACAO,0.8949084249877328,94,"nas Unidades Técnicas a ela vinculadas. Também,"
que,O,I-RECOMENDACAO,0.8916004966418981,142,"Corte de Contas, que adote procedimentos com"
a,O,I-RECOMENDACAO,0.8951292823716817,94,vistas a impedir a consumação de prescrição
fixa,O,I-OBRIGACAO,0.8374470257336881,250,a lei que fixa o vencimento básico
alínea,O,I-OBRIGACAO,0.7238770427081627,528,máximo fixado na alínea “d” para solução
Complementar,O,I-MULTA,0.8130986419524322,830,"I da Lei Complementar n.º 121/1994, com"
"gestor,",O,I-OBRIGACAO,0.820690559685018,528,"do seu atual gestor, para que apresente"
no,O,I-OBRIGACAO,0.6101710317542762,250,"mesmo prazo, insira no Sistema Legis deste"
alínea,I-OBRIGACAO,I-MULTA,0.8824036096356712,336,"107, inciso II, alínea “f”, da Lei"
de,O,I-RECOMENDACAO,0.8907132617063827,155,impedir a consumação de prescrição nas Unidades
vinculadas.,O,I-RECOMENDACAO,0.8959344617729307,253,"Técnicas a ela vinculadas. Por fim, não"
de,O,I-RECOMENDACAO,0.8945390082307882,142,"SECEX desta Corte de Contas, que adote"
setenta,O,I-RESSARCIMENTO,0.8984242813340768,787,"mil, trezentos e setenta e nove reais"
órgão,O,I-OBRIGACAO,0.9001878392835496,530,"a intimação do órgão gestor previdenciário, na"
quanto,O,I-MULTA,0.7750032259586906,464,"reais), de ofício, quanto ao atraso no"
gestor,I-MULTA,I-RESSARCIMENTO,0.6584197352174729,818,aplicar multa ao gestor no valor de
Prefeitura,O,I-RECOMENDACAO,0.8834394670235887,736,"atual gestão da Prefeitura de Paraná/RN, para"
–,O,I-RECOMENDACAO,0.8902052265603067,212,de Controle Externo – SECEX desta Corte
neste,O,I-OBRIGACAO,0.6281539314645662,700,"das falhas apontadas neste processo. Em especial,"
desta,O,I-RECOMENDACAO,0.8583758196025922,94,"Externo – SECEX desta Corte de Contas,"
acumulação,I-RECOMENDACAO,O,0.8859840625241768,636,da legalidade da acumulação de cargos dos
decisão.,I-OBRIGACAO,I-RESSARCIMENTO,0.6232366670365119,818,em julgado desta decisão. Após o trânsito
disciplina,O,I-OBRIGACAO,0.6112148640993196,250,"inclusive, aquela que disciplina as vantagens concedidas"
vinculadas.,O,I-RECOMENDACAO,0.8937420509583468,155,"Técnicas a ela vinculadas. Por fim, não"
multa,O,I-MULTA,0.40162711441911436,810,pela aplicação de multa no equivalente a
“d”,O,I-OBRIGACAO,0.7187188404160055,528,"fixado na alínea “d” para solução definitiva,"
Pereira,O,I-RESSARCIMENTO,0.7063660107255402,807,obras) e; Teodorico Pereira Pinto (membro da
a,O,I-RECOMENDACAO,0.892972011940847,142,vistas a impedir a consumação de prescrição
II.,I-RECOMENDACAO,O,0.9013997690144091,506,da Dívida Fundada; II. Elaboração incorreta do
relacionadas,I-RECOMENDACAO,I-OBRIGACAO,0.5093570285351409,543,pormenorizadas as informações relacionadas à execução técnica
prescrição,O,I-RECOMENDACAO,0.8904921710935654,247,a consumação de prescrição nas Unidades Técnicas
(sessenta),O,I-OBRIGACAO,0.6945355031519093,215,"prazo de 60 (sessenta) dias, a contar"
"decisão,",I-OBRIGACAO,O,0.9111764102601994,779,"em julgado da decisão, a intimação do"
nº,O,I-MULTA,0.9070111934913507,715,"“b”, da Resolução nº 004/2013- TCE."
que,O,I-RECOMENDACAO,0.8889308885784439,92,"Corte de Contas, que adote procedimentos com"
vinculadas.,O,I-RECOMENDACAO,0.892564358888886,247,"Técnicas a ela vinculadas. Por fim, não"
processo,O,I-OBRIGACAO,0.8883897609347401,202,remessa do respectivo processo de pensão por
como,O,I-RECOMENDACAO,0.8548436149197273,736,repetição de situações como a destes autos.
"10.028/2000,",O,I-MULTA,0.9067507481775109,196,"da Lei nº 10.028/2000, c/c com artigo"
oitenta,I-MULTA,I-RESSARCIMENTO,0.8748550067539058,415,"mil, trezentos e oitenta e quatro reais),"
lei,O,I-OBRIGACAO,0.6140062933954737,250,deste Tribunal a lei que fixa o
as,I-OBRIGACAO,I-RECOMENDACAO,0.6331996971128028,784,III - dotar as Diretorias Regionais de
ressarcir,O,I-RESSARCIMENTO,0.5751591932043363,831,"ao dever de ressarcir ao erário, do"
recomende,O,I-RECOMENDACAO,0.5996836654670235,94,de que se recomende à Secretaria de
vantagens,O,I-OBRIGACAO,0.8700602293110729,250,que disciplina as vantagens concedidas aos servidores
prescrição,O,I-RECOMENDACAO,0.8872183986718073,253,a consumação de prescrição nas Unidades Técnicas
Corte,O,I-RECOMENDACAO,0.8884301132146095,212,"– SECEX desta Corte de Contas, que"
regularização,O,I-OBRIGACAO,0.8823730130818039,701,Pública promova a regularização do quadro de
"IV,",O,I-RESSARCIMENTO,0.641740559851177,807,"incisos II e IV, da Lei Complementar"
nas,O,I-RECOMENDACAO,0.8888034055690022,212,consumação de prescrição nas Unidades Técnicas a
"máximo,",I-MULTA,I-RESSARCIMENTO,0.8292410334162612,223,"sobre o valor máximo, atualizado pela Portaria"
40);,I-RECOMENDACAO,I-OBRIGACAO,0.7358559986067724,543,aportado no Evento 40); III - Pela
ao,O,I-RECOMENDACAO,0.8585535694005705,397,e ainda RECOMENDAR ao Chefe do Poder
efetivo,O,I-OBRIGACAO,0.8677732223224401,250,"básico do cargo efetivo de Professor, bem"
100%,O,I-MULTA,0.8731437531982664,810,no equivalente a 100% (cem por cento)
do,O,I-OBRIGACAO,0.8519574316928357,528,"de Barcelona, através do seu atual gestor,"
–,I-RECOMENDACAO,O,0.9046530676531982,287,"Resolução nº 012/2016 – TCE), enquanto o"
a,O,I-OBRIGACAO,0.8574729535272548,528,"60 (sessenta) dias, a contar da intimação"
Controle,O,I-RECOMENDACAO,0.8886385207358746,212,à Secretaria de Controle Externo – SECEX
004/2013-TCE.,O,I-MULTA,0.903164658030552,617,da Resolução nº 004/2013-TCE.
funções,O,I-RECOMENDACAO,0.6265391057887392,736,"cargos, empregos ou funções públicas dos seus"
adote,O,I-RECOMENDACAO,0.883172695967104,247,"de Contas, que adote procedimentos com vistas"
dezoito,I-OBRIGACAO,I-RESSARCIMENTO,0.8281774415934916,818,"118.420,79 (cento e dezoito mil quatrocentos e"
sanções,O,I-OBRIGACAO,0.8836807248501014,628,imposição de possíveis sanções administrativas ocorrerá nos
vistas,O,I-RECOMENDACAO,0.7985498815866467,685,"legais aplicáveis, com vistas a assegurar o"
Externo,O,I-RECOMENDACAO,0.8863145997915606,212,Secretaria de Controle Externo – SECEX desta
da,I-OBRIGACAO,O,0.8930026949967841,561,"1º, inciso VII, da mesma Lei Complementar,"
ser,I-OBRIGACAO,I-RESSARCIMENTO,0.5774160316071274,818,plano de aplicação ser enviado a esta
de,O,I-RECOMENDACAO,0.8856992837610659,92,"SECEX desta Corte de Contas, que adote"
dever,O,I-OBRIGACAO,0.7802484268627105,849,de Souza o dever de ressarcimento ao
pela,I-MULTA,O,0.8975178887892633,571,"de R$ 505,66, pela intempestividade da diligência."
a,I-OBRIGACAO,O,0.9053152347218436,671,de fazer constar a aposentação em apreço
irregularidades,I-MULTA,I-RESSARCIMENTO,0.6272306278479042,818,quinhentos reais) pelas irregularidades formais detectadas durante
multa,B-MULTA,B-OBRIGACAO,0.25106249632279465,802,- TCE; b.3) multa na quantia de
Multa,B-MULTA,B-OBRIGACAO,0.25106249632279465,852,"atualizado; e, e) Multa no valor de"
multa,B-MULTA,B-OBRIGACAO,0.25106249632279465,849,"g) aplicação de multa de R$ 5.000,00"
cento),I-MULTA,I-RESSARCIMENTO,0.8752726847349932,223,30% (trinta por cento) sobre o valor
nas,O,I-RECOMENDACAO,0.8847095107622807,107,consumação de prescrição nas Unidades Técnicas a
desta,O,I-RECOMENDACAO,0.8848925832972611,247,"Externo – SECEX desta Corte de Contas,"
nº,I-MULTA,I-RESSARCIMENTO,0.6576904035724084,223,atualizado pela Portaria nº 024/2024 – GP/TCE
"Tomé,",O,I-MULTA,0.8630168157071089,830,"Municipal de São Tomé, durante o exercício"
e,I-MULTA,I-RESSARCIMENTO,0.7017099069064446,855,"oitocentos e cinqüenta e seis reais), pelo"
"devido,",I-RESSARCIMENTO,O,0.8990311153563576,781,"liquidação do valor devido, com imposição de"
recomende,O,I-RECOMENDACAO,0.629845431984374,92,de que se recomende à Secretaria de
"Contas,",O,I-RECOMENDACAO,0.8853018336918301,253,"desta Corte de Contas, que adote procedimentos"
de,O,I-OBRIGACAO,0.5245288837495703,528,"decisão, ao Município de Barcelona, através do"
mil,I-OBRIGACAO,I-MULTA,0.8699916474924353,495,"R$ 20.000,00 (vinte mil reais), com base"
para,I-MULTA,O,0.4664863526951422,224,"“a” na decisão, para o valor de"
de,I-RECOMENDACAO,O,0.8844618925052419,619,"assim, a ocorrência de prescrição intercorrente, como"
de,O,I-OBRIGACAO,0.7962673940610169,628,bojo do processo de apuração mencionado no
da,O,I-OBRIGACAO,0.8274052543488587,849,de Lima Campelo da obrigação de ressarcimento
a,O,I-OBRIGACAO,0.8711544446823934,629,o reajuste e a indexação do vencimento
nº,I-RESSARCIMENTO,I-MULTA,0.8968325153254054,836,"pagamento dos empenhos nº 001, 028, 006,"
professores,I-OBRIGACAO,I-RESSARCIMENTO,0.8684592696845701,818,"nove centavos), aos professores do Município de"
que,O,I-OBRIGACAO,0.8060579128401603,528,"atual gestor, para que apresente a este"
que,I-MULTA,I-RESSARCIMENTO,0.8553156445533532,223,"GP/TCE , o que importa na quantia"
com,O,I-OBRIGACAO,0.837624358002634,215,Diretoria de Despesas com Pessoal – DDP
acúmulo,O,I-OBRIGACAO,0.5797955518667687,700,a controlar o acúmulo ilegal de cargos
artigo,O,I-RESSARCIMENTO,0.8151801454978542,807,"nos termos do artigo 37, § 5º,"
gestor,O,I-MULTA,0.7903866492462684,717,"de Menezes Souza, gestor responsável da Prefeitura"
SECEX,O,I-RECOMENDACAO,0.8831567610209021,212,Controle Externo – SECEX desta Corte de
"49,",I-RECOMENDACAO,O,0.9008815902688977,287,"encartada ao Evento 49, no sentido de"
forma:,O,I-RESSARCIMENTO,0.6237995523901061,830,legal na seguinte forma: c.1) Ressarcimento do
encaminhe-se,I-RESSARCIMENTO,O,0.9013636381153042,833,"trânsito em julgado, encaminhe-se cópia desta decisão"
de,O,I-RESSARCIMENTO,0.6629958204143519,807,"solidária, em desfavor de Emanoel Fagundes da"
gestor,O,I-MULTA,0.8777917117457074,716,"Lima de Sena, gestor responsável, por força"
LCE,O,I-RESSARCIMENTO,0.6686813571323248,792,"alínea “a”, da LCE n.º 121/1994, pela"
e,I-RESSARCIMENTO,O,0.8698401689286235,859,do exercício anterior e de ausência de
n.º,O,I-MULTA,0.7324779825654547,830,"da Lei Complementar n.º 121/1994, com aplicação"
cargos,O,I-OBRIGACAO,0.8569505928866701,250,respectivos planos de cargos e salários. Por
a,O,I-RECOMENDACAO,0.8800222196418573,92,vistas a impedir a consumação de prescrição
responsabilidade,O,I-OBRIGACAO,0.8752725783192319,629,sob pena de responsabilidade da autoridade administrativa:
da,O,I-OBRIGACAO,0.8525507487710641,629,compõe a remuneração da parte interessada em
Corte,O,I-RECOMENDACAO,0.878956049970481,253,"– SECEX desta Corte de Contas, que"
de,O,I-MULTA,0.8504188897646562,830,"da Câmara Municipal de São Tomé, durante"
do,O,I-RESSARCIMENTO,0.6162902743398904,807,"obra), nos termos do artigo 37, §"
que,O,I-RECOMENDACAO,0.8772337942636342,155,"Corte de Contas, que adote procedimentos com"
nº,O,I-RESSARCIMENTO,0.7713007506205846,807,da Lei Complementar nº 121/1994.
recomende,O,I-RECOMENDACAO,0.6661735747930801,155,de que se recomende à Secretaria de
recomendação,B-RECOMENDACAO,I-RECOMENDACAO,0.4626865312738441,543,"I - Pela recomendação que, nos próximos"
que,O,I-OBRIGACAO,0.8266115840804562,628,tendo em conta que a imposição de
as,I-OBRIGACAO,O,0.8941479095521577,671,"desta Decisão, adote as providências abaixo descritas,"
sob,O,I-OBRIGACAO,0.5521852228164926,849,"ser imediatamente suspensos, sob pena de aplicação"
“b”,I-RESSARCIMENTO,I-MULTA,0.7624111468462397,858,fixado pela alínea “b” do inciso VI
vinculadas.,O,I-RECOMENDACAO,0.8810617035338645,212,"Técnicas a ela vinculadas. Por fim, não"
ela,O,I-RECOMENDACAO,0.8776673607696318,247,"Unidades Técnicas a ela vinculadas. Por fim,"
Unidades,O,I-RECOMENDACAO,0.8780650592914786,94,de prescrição nas Unidades Técnicas a ela
que,O,I-OBRIGACAO,0.6200263502899727,629,"discriminada, cada parcela que compõe a remuneração"
Câmara,O,I-MULTA,0.8478735273374879,830,Silva: Presidente da Câmara Municipal de São
recomende,O,I-RECOMENDACAO,0.5971096812223996,142,de que se recomende à Secretaria de
mil,I-MULTA,I-RESSARCIMENTO,0.6208367772656869,818,"R$ 1.500,00 (um mil e quinhentos reais)"
"Contas,",O,I-RECOMENDACAO,0.8774844359663868,92,"desta Corte de Contas, que adote procedimentos"
responsável,O,I-OBRIGACAO,0.835937229693048,629,"determinação à autoridade responsável pelo OURO BRANCOPREV,"
decorrente,O,I-RECOMENDACAO,0.7174981761454903,685,de caráter continuado decorrente das nomeações de
"II,",O,I-MULTA,0.8902788846078221,715,"no art. 107, II, “a” e “b”,"
do,O,I-OBRIGACAO,0.8763447470191271,629,"epígrafe conforme valor do salário mínimo nacional,"
razão,I-MULTA,I-RESSARCIMENTO,0.6897560999970044,223,"cinco centavos), em razão do pagamento de"
"31,",O,I-MULTA,0.8376947111415172,617,"refere o art. 31, I, “b”, da"
"Ademais,",I-RESSARCIMENTO,O,0.8953384582354685,859,"disposições ali contidas. Ademais, pelas razões já"
valor,I-RESSARCIMENTO,I-MULTA,0.8570333494354612,858,"por cento) do valor do referido débito,"
determinação,O,I-OBRIGACAO,0.6292554426253038,629,"em julgado, pela determinação à autoridade responsável"
recomende,O,I-RECOMENDACAO,0.6282320028978218,107,de que se recomende à Secretaria de
de,O,I-RECOMENDACAO,0.8751885661111493,155,"SECEX desta Corte de Contas, que adote"
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"bimestre do exercício de 2010, em desacordo"
e,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"9.768,96 (nove mil e setecentos e sessenta"
centavos),I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,noventa e seis centavos) pelo atraso na
publicação,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,pelo atraso na publicação do Relatório de
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,publicação do Relatório de Gestão Fiscal relativo
relativo,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,de Gestão Fiscal relativo ao 3º quadrimestres
nº.,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,3 da Resolução nº. 012/2007 – TCE;
quadrimestres,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"relativo ao 3º quadrimestres de 2010, com"
"28,",I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"preleciona o art. 28, I, “a”, item"
Resolução,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"26, II, da Resolução nº. 012/2007 –"
nº.,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"II, da Resolução nº. 012/2007 – TCE;"
art.,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"conforme preleciona o art. 28, I, “a”,"
no,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,TCE; b.2) multa no montante de R$
atraso,I-MULTA,B-RECOMENDACAO,0.20929914269933345,799,em razão do atraso razão do atraso
montante,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"b.2) multa no montante de R$ 1.000,00"
item,I-MULTA,B-RECOMENDACAO,0.20929914269933345,778,"materiais, listadas no item anterior, nos termos"
da,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"“a”, item 5, da Resolução nº. 012/2007"
Resolução,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"item 5, da Resolução nº. 012/2007 -"
o,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"2010, conforme preleciona o art. 28, I,"
bimestre,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,referente ao 5º bimestre do exercício de
"reais),",I-MULTA,B-RECOMENDACAO,0.20929914269933345,799,"(quatrocentos e cinquenta reais), em razão do"
em,I-MULTA,B-RECOMENDACAO,0.20929914269933345,799,"e cinquenta reais), em razão do atraso"
do,I-MULTA,B-RECOMENDACAO,0.20929914269933345,799,atraso no envio do anexo bimestral referente
da,I-MULTA,B-RECOMENDACAO,0.20929914269933345,799,"“a”, item “5”, da Resolução nº 012/2007."
Resolução,I-MULTA,B-RECOMENDACAO,0.20929914269933345,799,"item “5”, da Resolução nº 012/2007."
5º,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,anexo referente ao 5º bimestre do exercício
entrega,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,pelo atraso na entrega do anexo referente
(trinta,I-MULTA,B-RECOMENDACAO,0.20929914269933345,778,percentual de 30% (trinta por cento) das
por,I-MULTA,B-RECOMENDACAO,0.20929914269933345,778,"cento) das condenações por danos materiais, listadas"
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"multa na quantia de R$ 600,00 (seiscentos"
"“a”,",I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"art. 28, I, “a”, item 3 da"
conforme,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"quadrimestres de 2010, conforme preleciona o art."
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,publicação do Relatório de Gestão Fiscal do
Relatório,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,de publicação do Relatório de Gestão Fiscal
012/2007,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,da Resolução nº. 012/2007 – TCE; Concluída
reais),I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"R$ 1.000,00 (mil reais) pela desídia na"
semestre,I-MULTA,B-RECOMENDACAO,0.20929914269933345,799,"RGF do 2° semestre de 2008, em"
pela,I-MULTA,B-RECOMENDACAO,0.20929914269933345,802,"1.000,00 (mil reais) pela desídia na remessa"
ou,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"do Norte (UFIRN), ou outra unidade que"
(2º,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,do exercício 2010 (2º semestre); c) Considerar
RGF,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,da publicação do RGF do exercício 2010
(cinco,I-MULTA,B-RECOMENDACAO,0.20929914269933345,230,"de R$ 5.000,00 (cinco mil reais), ao"
2010,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,RGF do exercício 2010 (2º semestre); c)
"II,",I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"no art. 107, II, b, da LCE"
no,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,Aplicação de multa no valor total de
"reais),",I-MULTA,B-RECOMENDACAO,0.20929914269933345,230,"5.000,00 (cinco mil reais), ao Município de"
total,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"multa no valor total de até 1.000,00"
"gestor,",I-MULTA,B-RECOMENDACAO,0.20929914269933345,230,"e o seu gestor, Sr. Clécio da"
Grande,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"Referência do Rio Grande do Norte (UFIRN),"
"(UFIRN),",I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"Grande do Norte (UFIRN), ou outra unidade"
Azevedo,I-MULTA,B-RECOMENDACAO,0.20929914269933345,230,Clécio da Câmara Azevedo pelo descumprimento da
do,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,comprovação da publicação do RGF do exercício
medida,I-MULTA,B-RECOMENDACAO,0.20929914269933345,230,pelo descumprimento da medida cautelar contida no
cautelar,I-MULTA,B-RECOMENDACAO,0.20929914269933345,230,descumprimento da medida cautelar contida no Acórdão
pelo,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"Complementar n.º 121/1994, pelo atraso da publicação"
atraso,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"n.º 121/1994, pelo atraso da publicação do"
contida,I-MULTA,B-RECOMENDACAO,0.20929914269933345,230,da medida cautelar contida no Acórdão n.º
n.º,I-MULTA,B-RECOMENDACAO,0.20929914269933345,230,"contida no Acórdão n.º 138/2022, em dois"
Gestão,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,do Relatório de Gestão Fiscal do exercício
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"no valor total de até 1.000,00 (um"
"1.000,00",I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"total de até 1.000,00 (um mil) Unidades"
em,I-MULTA,B-RECOMENDACAO,0.20929914269933345,230,"Acórdão n.º 138/2022, em dois dos quatro"
"102,",I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"instituída, conforme art. 102, II, “a” da"
"II,",I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"conforme art. 102, II, “a” da Lei"
Lei,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"II, “a” da Lei Complementar n.º 121/1994,"
Lei,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"II, “a” da Lei Complementar n.º 121/1994,"
"5.000,00",I-MULTA,B-RECOMENDACAO,0.20929914269933345,230,"valor de R$ 5.000,00 (cinco mil reais),"
nº,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"5 da Resolução nº 12/2007-TCE/RN, pelo atraso"
documentos,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"Projeto de Lei, documentos técnicos essenciais, quais"
"exigido,",I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"3396/2016, ser ter exigido, quando da instrução"
ter,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"nº 3396/2016, ser ter exigido, quando da"
ser,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"Municipal nº 3396/2016, ser ter exigido, quando"
Municipal,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"jurídico a Lei Municipal nº 3396/2016, ser"
jurídico,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,inseriu no ordenamento jurídico a Lei Municipal
Responsabilidade,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"da Lei de Responsabilidade Fiscal, visto que"
diante,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"janeiro de 2024, diante do descumprimento da"
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"19 de janeiro de 2024, diante do"
19,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"GP/TCE , de 19 de janeiro de"
GP/TCE,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"nº 024/2024 – GP/TCE , de 19"
remessa,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,pelo atraso na remessa da comprovação da
pela,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"vigente, e atualizado pela Portaria nº 024/2024"
e,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"multa máxima vigente, e atualizado pela Portaria"
do,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,(trinta por cento) do valor da multa
por,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,a 30% (trinta por cento) do valor
no,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,Aplicação de multa no valor total de
da,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"art. 26, I da Resolução nº 12/2007-TCE,"
(2º,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,do exercício 2010 (2º semestre); b) Aplicação
no,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,Aplicação de multa no valor total de
valor,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,de multa no valor total de R$
"1.000,00",I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"total de R$ 1.000,00 (um mil reais),"
(um,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"de R$ 1.000,00 (um mil reais), conforme"
conforme,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"(um mil reais), conforme art. 28, I,"
atualizado,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"máxima vigente, e atualizado pela Portaria nº"
pelo,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"Complementar n.º 121/1994, pelo atraso na remessa"
"4.000,00).",I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,"maneira incompleta (R$ 4.000,00). Ademais, em discordância"
2010,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,RGF do exercício 2010 (2º semestre). Por
ao,I-MULTA,B-RECOMENDACAO,0.20929914269933345,849,(cinco mil reais) ao Sr. Josifran Lins
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,"Multa no valor de R$ 8.500,00, referente"
do,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,(trinta por cento) do débito imputado atualizado;
21,I-MULTA,B-RECOMENDACAO,0.20929914269933345,849,"descumprimento do artigo 21 da LRF, nos"
(trinta,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,equivalente a 30% (trinta por cento) do
termos,I-MULTA,B-RECOMENDACAO,0.20929914269933345,849,"da LRF, nos termos do artigo 107,"
artigo,I-MULTA,B-RECOMENDACAO,0.20929914269933345,849,"nos termos do artigo 107, inciso II,"
Orgânica,I-MULTA,B-RECOMENDACAO,0.20929914269933345,849,"b, da Lei Orgânica do TCE/RN; h)"
022/2011,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"da Resolução n° 022/2011 – TCE; Ainda,"
n°,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"I, da Resolução n° 022/2011 – TCE;"
10.028/2000,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"Lei Federal n° 10.028/2000 e art. 26,"
reais),I-MULTA,B-RECOMENDACAO,0.20929914269933345,849,"5.000,00 (cinco mil reais) ao Sr. Josifran"
n°,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,da Lei Federal n° 10.028/2000 e art.
art.,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"nos termos do art. 5°, §1°, da"
publicação,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,pelo atraso na publicação do RREO do
do,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,atraso na publicação do RGF do 2º
"anual,",I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"de seu subsídio anual, pelo atraso na"
